query_id,query,query_type,user_country,user_department,user_role,target_department,target_category,target_subcategory,relevance_judgments
Q-00271,Where can I find the current guidance owned by People Operations for this issue?,semantic_paraphrase,UK,Software Engineering,hr,Human Resources,Remote Work,office attendance,"[{""document_id"": ""HR-030407"", ""grade"": 3}, {""document_id"": ""HR-025759"", ""grade"": 2}, {""document_id"": ""HR-025939"", ""grade"": 2}]"
Q-00272,What is the approved company procedure for this contracts situation?,semantic_paraphrase,AU,Project Delivery,employee,Compliance & Legal,Contracts,NDA,"[{""document_id"": ""LEG-044970"", ""grade"": 3}, {""document_id"": ""LEG-043010"", ""grade"": 2}, {""document_id"": ""LEG-043250"", ""grade"": 2}]"
Q-00273,What is the approved company procedure for this governance situation?,semantic_paraphrase,US,DevOps & SRE,employee,Project Delivery,Governance,project closure,"[{""document_id"": ""PMO-039012"", ""grade"": 3}, {""document_id"": ""PMO-037194"", ""grade"": 2}, {""document_id"": ""PMO-037393"", ""grade"": 2}]"
Q-00274,What is the approved company procedure for this sdlc situation?,semantic_paraphrase,IN,Finance & Benefits,engineer,Project Delivery,SDLC,development,"[{""document_id"": ""PMO-039972"", ""grade"": 3}, {""document_id"": ""PMO-037008"", ""grade"": 2}, {""document_id"": ""PMO-037051"", ""grade"": 2}]"
Q-00275,What is the approved company procedure for this expenses situation?,semantic_paraphrase,GLOBAL,Learning & Development,employee,Finance & Benefits,Expenses,home office expense,"[{""document_id"": ""FIN-042118"", ""grade"": 3}, {""document_id"": ""FIN-040671"", ""grade"": 2}, {""document_id"": ""FIN-041205"", ""grade"": 2}]"
Q-00276,What should an employee do when they encounter this leadership scenario?,semantic_paraphrase,US,Cybersecurity,manager,Learning & Development,Leadership,stakeholder management,"[{""document_id"": ""LND-045471"", ""grade"": 3}, {""document_id"": ""LND-045379"", ""grade"": 2}, {""document_id"": ""LND-045658"", ""grade"": 2}]"
Q-00277,What is the approved company procedure for this frontend situation?,semantic_paraphrase,SG,Human Resources,employee,Software Engineering,Frontend,design tokens,"[{""document_id"": ""ENG-000048"", ""grade"": 3}, {""document_id"": ""ENG-002823"", ""grade"": 2}, {""document_id"": ""ENG-004836"", ""grade"": 2}]"
Q-00278,What is the approved company procedure for this kubernetes situation?,semantic_paraphrase,GLOBAL,DevOps & SRE,employee,DevOps & SRE,Kubernetes,deployment rollback,"[{""document_id"": ""SRE-015567"", ""grade"": 3}, {""document_id"": ""SRE-010119"", ""grade"": 2}, {""document_id"": ""SRE-010195"", ""grade"": 2}]"
Q-00279,Where can I find the current guidance owned by Frontend Platform for this issue?,semantic_paraphrase,IE,Finance & Benefits,architect,Software Engineering,Messaging,consumer retries,"[{""document_id"": ""ENG-006638"", ""grade"": 3}, {""document_id"": ""ENG-000555"", ""grade"": 2}, {""document_id"": ""ENG-002713"", ""grade"": 2}]"
Q-00280,What is the approved company procedure for this observability situation?,semantic_paraphrase,IN,Cybersecurity,engineer,DevOps & SRE,Observability,dashboard standards,"[{""document_id"": ""SRE-011765"", ""grade"": 3}, {""document_id"": ""SRE-010648"", ""grade"": 2}, {""document_id"": ""SRE-010824"", ""grade"": 2}]"
Q-00281,What is the approved company procedure for this performance situation?,semantic_paraphrase,IN,Cloud,manager,Human Resources,Performance,manager calibration,"[{""document_id"": ""HR-028905"", ""grade"": 3}, {""document_id"": ""HR-025321"", ""grade"": 2}, {""document_id"": ""HR-025372"", ""grade"": 2}]"
Q-00282,Where can I find the current guidance owned by Payroll for this issue?,semantic_paraphrase,IE,Compliance & Legal,manager,Finance & Benefits,Expenses,home office expense,"[{""document_id"": ""FIN-041728"", ""grade"": 3}, {""document_id"": ""FIN-040589"", ""grade"": 2}, {""document_id"": ""FIN-041297"", ""grade"": 2}]"
Q-00283,Where can I find the current guidance owned by Enterprise IT for this issue?,semantic_paraphrase,US,DevOps & SRE,employee,IT Support,Endpoint,disk encryption,"[{""document_id"": ""ITS-033573"", ""grade"": 3}, {""document_id"": ""ITS-032206"", ""grade"": 2}, {""document_id"": ""ITS-032513"", ""grade"": 2}]"
Q-00284,What is the approved company procedure for this architecture situation?,semantic_paraphrase,SG,Cloud,architect,Software Engineering,Architecture,ADR process,"[{""document_id"": ""ENG-006058"", ""grade"": 3}, {""document_id"": ""ENG-000441"", ""grade"": 2}, {""document_id"": ""ENG-000582"", ""grade"": 2}]"
Q-00285,What should an employee do when they encounter this kubernetes scenario?,semantic_paraphrase,GLOBAL,Project Delivery,tech_lead,DevOps & SRE,Kubernetes,secret rotation,"[{""document_id"": ""SRE-011387"", ""grade"": 3}, {""document_id"": ""SRE-010005"", ""grade"": 2}, {""document_id"": ""SRE-010301"", ""grade"": 2}]"
Q-00286,How often am I expected to be physically in the office?,semantic_paraphrase,IN,Project Delivery,hr,Human Resources,Remote Work,hybrid schedule,"[{""document_id"": ""HR-031893"", ""grade"": 3}, {""document_id"": ""HR-025401"", ""grade"": 2}, {""document_id"": ""HR-025477"", ""grade"": 2}]"
Q-00287,Where can I find the current guidance owned by Architecture Guild for this issue?,semantic_paraphrase,IN,IT Support,employee,Software Engineering,APIs,pagination,"[{""document_id"": ""ENG-004512"", ""grade"": 3}, {""document_id"": ""ENG-000220"", ""grade"": 2}, {""document_id"": ""ENG-000812"", ""grade"": 2}]"
Q-00288,Where can I find the current guidance owned by Engineering Academy for this issue?,semantic_paraphrase,US,Cloud,employee,Learning & Development,Technical,cloud certification,"[{""document_id"": ""LND-046889"", ""grade"": 3}, {""document_id"": ""LND-045151"", ""grade"": 2}, {""document_id"": ""LND-045225"", ""grade"": 2}]"
Q-00289,What should an employee do when they encounter this expenses scenario?,semantic_paraphrase,AU,Compliance & Legal,finance,Finance & Benefits,Expenses,expense deadlines,"[{""document_id"": ""FIN-042298"", ""grade"": 3}, {""document_id"": ""FIN-040979"", ""grade"": 2}, {""document_id"": ""FIN-041144"", ""grade"": 2}]"
Q-00290,What should an employee do when they encounter this incidents scenario?,semantic_paraphrase,AU,Cybersecurity,tech_lead,DevOps & SRE,Incidents,CPU throttling,"[{""document_id"": ""SRE-012545"", ""grade"": 3}, {""document_id"": ""SRE-010092"", ""grade"": 2}, {""document_id"": ""SRE-010152"", ""grade"": 2}]"
Q-00291,What should an employee do when they encounter this governance scenario?,semantic_paraphrase,IN,Project Delivery,manager,Project Delivery,Governance,RAID log,"[{""document_id"": ""PMO-040466"", ""grade"": 3}, {""document_id"": ""PMO-037057"", ""grade"": 2}, {""document_id"": ""PMO-037330"", ""grade"": 2}]"
Q-00292,What is the approved company procedure for this incidents situation?,semantic_paraphrase,GLOBAL,Software Engineering,sre,DevOps & SRE,Incidents,certificate expiry,"[{""document_id"": ""SRE-015095"", ""grade"": 3}, {""document_id"": ""SRE-010168"", ""grade"": 2}, {""document_id"": ""SRE-010194"", ""grade"": 2}]"
Q-00293,Where can I find the current guidance owned by Backend Platform for this issue?,semantic_paraphrase,GLOBAL,DevOps & SRE,architect,Software Engineering,Frontend,state management,"[{""document_id"": ""ENG-000059"", ""grade"": 3}, {""document_id"": ""ENG-000051"", ""grade"": 2}, {""document_id"": ""ENG-000370"", ""grade"": 2}]"
Q-00294,What is the approved company procedure for this azure situation?,semantic_paraphrase,GLOBAL,Learning & Development,employee,Cloud,Azure,Blob storage,"[{""document_id"": ""CLD-017193"", ""grade"": 3}, {""document_id"": ""CLD-017051"", ""grade"": 2}, {""document_id"": ""CLD-017098"", ""grade"": 2}]"
Q-00295,What is the approved company procedure for this governance situation?,semantic_paraphrase,US,Compliance & Legal,architect,Cloud,Governance,account vending,"[{""document_id"": ""CLD-020249"", ""grade"": 3}, {""document_id"": ""CLD-018169"", ""grade"": 2}, {""document_id"": ""CLD-018474"", ""grade"": 2}]"
Q-00296,What is the approved company procedure for this technical situation?,semantic_paraphrase,IN,Finance & Benefits,hr,Learning & Development,Technical,cloud certification,"[{""document_id"": ""LND-045086"", ""grade"": 3}, {""document_id"": ""LND-045063"", ""grade"": 2}, {""document_id"": ""LND-045135"", ""grade"": 2}]"
Q-00297,What is the approved company procedure for this escalation situation?,semantic_paraphrase,US,DevOps & SRE,employee,Organisation & Directory,Escalation,finance escalation,"[{""document_id"": ""ORG-047041"", ""grade"": 3}, {""document_id"": ""ORG-047012"", ""grade"": 2}, {""document_id"": ""ORG-047066"", ""grade"": 2}]"
Q-00298,What should an employee do when they encounter this governance scenario?,semantic_paraphrase,IN,Cybersecurity,employee,Project Delivery,Governance,RAID log,"[{""document_id"": ""PMO-039249"", ""grade"": 3}, {""document_id"": ""PMO-037057"", ""grade"": 2}, {""document_id"": ""PMO-037330"", ""grade"": 2}]"
Q-00299,What is the approved company procedure for this data protection situation?,semantic_paraphrase,US,Cloud,employee,Cybersecurity,Data Protection,retention,"[{""document_id"": ""SEC-021365"", ""grade"": 3}, {""document_id"": ""SEC-021037"", ""grade"": 2}, {""document_id"": ""SEC-021392"", ""grade"": 2}]"
Q-00300,Where can I find the current guidance owned by Frontend Platform for this issue?,semantic_paraphrase,SG,Software Engineering,engineer,Software Engineering,Messaging,dead-letter queues,"[{""document_id"": ""ENG-002919"", ""grade"": 3}, {""document_id"": ""ENG-001288"", ""grade"": 2}, {""document_id"": ""ENG-001846"", ""grade"": 2}]"
Q-00301,Where can I find the current guidance owned by Information Security for this issue?,semantic_paraphrase,GLOBAL,Project Delivery,employee,Cybersecurity,Incident Response,phishing response,"[{""document_id"": ""SEC-023469"", ""grade"": 3}, {""document_id"": ""SEC-021174"", ""grade"": 2}, {""document_id"": ""SEC-021330"", ""grade"": 2}]"
Q-00302,What should an employee do when they encounter this observability scenario?,semantic_paraphrase,GLOBAL,Finance & Benefits,employee,DevOps & SRE,Observability,distributed tracing,"[{""document_id"": ""SRE-015852"", ""grade"": 3}, {""document_id"": ""SRE-010083"", ""grade"": 2}, {""document_id"": ""SRE-010277"", ""grade"": 2}]"
Q-00303,Where can I find the current guidance owned by Infrastructure Architecture for this issue?,semantic_paraphrase,GLOBAL,Learning & Development,cloud_engineer,Cloud,AWS,RDS deployment,"[{""document_id"": ""CLD-017866"", ""grade"": 3}, {""document_id"": ""CLD-017061"", ""grade"": 2}, {""document_id"": ""CLD-017149"", ""grade"": 2}]"
Q-00304,What should an employee do when they encounter this onboarding scenario?,semantic_paraphrase,SG,Compliance & Legal,manager,Human Resources,Onboarding,buddy program,"[{""document_id"": ""HR-028452"", ""grade"": 3}, {""document_id"": ""HR-025968"", ""grade"": 2}, {""document_id"": ""HR-026004"", ""grade"": 2}]"
Q-00305,Can unused vacation days move into the next year?,semantic_paraphrase,US,Learning & Development,hr,Human Resources,Leave,leave carry forward,"[{""document_id"": ""HR-030748"", ""grade"": 3}, {""document_id"": ""HR-025216"", ""grade"": 2}, {""document_id"": ""HR-025277"", ""grade"": 2}]"
Q-00306,What should an employee do when they encounter this testing scenario?,semantic_paraphrase,GLOBAL,Learning & Development,employee,Software Engineering,Testing,test data,"[{""document_id"": ""ENG-008775"", ""grade"": 3}, {""document_id"": ""ENG-000058"", ""grade"": 2}, {""document_id"": ""ENG-000118"", ""grade"": 2}]"
Q-00307,What should an employee do when they encounter this incidents scenario?,semantic_paraphrase,AU,IT Support,sre,DevOps & SRE,Incidents,memory pressure,"[{""document_id"": ""SRE-011689"", ""grade"": 3}, {""document_id"": ""SRE-010148"", ""grade"": 2}, {""document_id"": ""SRE-010768"", ""grade"": 2}]"
Q-00308,What is the approved company procedure for this frontend situation?,semantic_paraphrase,SG,Compliance & Legal,engineer,Software Engineering,Frontend,design tokens,"[{""document_id"": ""ENG-004955"", ""grade"": 3}, {""document_id"": ""ENG-000048"", ""grade"": 2}, {""document_id"": ""ENG-002823"", ""grade"": 2}]"
Q-00309,Where can I find the current guidance owned by Quality Engineering for this issue?,semantic_paraphrase,UK,Cloud,employee,Project Delivery,Governance,risk register,"[{""document_id"": ""PMO-039450"", ""grade"": 3}, {""document_id"": ""PMO-037018"", ""grade"": 2}, {""document_id"": ""PMO-037033"", ""grade"": 2}]"
Q-00310,Where can I find the current guidance owned by Release Governance for this issue?,semantic_paraphrase,GLOBAL,Project Delivery,manager,Project Delivery,SDLC,retrospective,"[{""document_id"": ""PMO-038567"", ""grade"": 3}, {""document_id"": ""PMO-037070"", ""grade"": 2}, {""document_id"": ""PMO-037101"", ""grade"": 2}]"
Q-00311,What should an employee do when they encounter this java services scenario?,semantic_paraphrase,GLOBAL,Software Engineering,architect,Software Engineering,Java Services,Spring Boot standard,"[{""document_id"": ""ENG-003801"", ""grade"": 3}, {""document_id"": ""ENG-000033"", ""grade"": 2}, {""document_id"": ""ENG-000102"", ""grade"": 2}]"
Q-00312,What should an employee do when they encounter this employment scenario?,semantic_paraphrase,IE,Human Resources,manager,Human Resources,Employment,promotion cycle,"[{""document_id"": ""HR-028221"", ""grade"": 3}, {""document_id"": ""HR-025408"", ""grade"": 2}, {""document_id"": ""HR-026345"", ""grade"": 2}]"
Q-00313,Where can I find the current guidance owned by Information Security for this issue?,semantic_paraphrase,AU,Human Resources,engineer,Cybersecurity,Identity,password policy,"[{""document_id"": ""SEC-023974"", ""grade"": 3}, {""document_id"": ""SEC-021302"", ""grade"": 2}, {""document_id"": ""SEC-021435"", ""grade"": 2}]"
Q-00314,What is the approved company procedure for this collaboration situation?,semantic_paraphrase,IN,Software Engineering,employee,IT Support,Collaboration,Slack access,"[{""document_id"": ""ITS-036846"", ""grade"": 3}, {""document_id"": ""ITS-032074"", ""grade"": 2}, {""document_id"": ""ITS-032225"", ""grade"": 2}]"
Q-00315,What should an employee do when they encounter this privacy scenario?,semantic_paraphrase,GLOBAL,Human Resources,manager,Compliance & Legal,Privacy,data subject request,"[{""document_id"": ""LEG-043625"", ""grade"": 3}, {""document_id"": ""LEG-043045"", ""grade"": 2}, {""document_id"": ""LEG-043219"", ""grade"": 2}]"
Q-00316,What should an employee do when they encounter this sdlc scenario?,semantic_paraphrase,GLOBAL,Finance & Benefits,engineer,Project Delivery,SDLC,development,"[{""document_id"": ""PMO-037352"", ""grade"": 3}, {""document_id"": ""PMO-037053"", ""grade"": 2}, {""document_id"": ""PMO-037098"", ""grade"": 2}]"
Q-00317,What should an employee do when they encounter this apis scenario?,semantic_paraphrase,GLOBAL,Software Engineering,tech_lead,Software Engineering,APIs,idempotency,"[{""document_id"": ""ENG-009323"", ""grade"": 3}, {""document_id"": ""ENG-000053"", ""grade"": 2}, {""document_id"": ""ENG-000091"", ""grade"": 2}]"
Q-00318,What should an employee do when they encounter this observability scenario?,semantic_paraphrase,GLOBAL,Organisation & Directory,sre,DevOps & SRE,Observability,dashboard standards,"[{""document_id"": ""SRE-016398"", ""grade"": 3}, {""document_id"": ""SRE-010090"", ""grade"": 2}, {""document_id"": ""SRE-010124"", ""grade"": 2}]"
Q-00319,Where can I find the current guidance owned by Identity Support for this issue?,semantic_paraphrase,GLOBAL,Software Engineering,employee,IT Support,Endpoint,disk encryption,"[{""document_id"": ""ITS-036491"", ""grade"": 3}, {""document_id"": ""ITS-032023"", ""grade"": 2}, {""document_id"": ""ITS-032054"", ""grade"": 2}]"
Q-00320,What is the approved company procedure for this python backend situation?,semantic_paraphrase,US,Organisation & Directory,tech_lead,Software Engineering,Python Backend,Pydantic contracts,"[{""document_id"": ""ENG-005806"", ""grade"": 3}, {""document_id"": ""ENG-000147"", ""grade"": 2}, {""document_id"": ""ENG-001487"", ""grade"": 2}]"
Q-00321,What should an employee do when they encounter this benefits scenario?,semantic_paraphrase,GLOBAL,DevOps & SRE,hr,Human Resources,Benefits,meal benefits,"[{""document_id"": ""HR-031142"", ""grade"": 3}, {""document_id"": ""HR-025091"", ""grade"": 2}, {""document_id"": ""HR-025108"", ""grade"": 2}]"
Q-00322,Where can I find the current guidance owned by Corporate Finance for this issue?,semantic_paraphrase,SG,Finance & Benefits,finance,Finance & Benefits,Procurement,renewals,"[{""document_id"": ""FIN-040930"", ""grade"": 3}, {""document_id"": ""FIN-040549"", ""grade"": 2}, {""document_id"": ""FIN-040601"", ""grade"": 2}]"
Q-00323,Where can I find the current guidance owned by PMO for this issue?,semantic_paraphrase,AU,Finance & Benefits,project_manager,Project Delivery,Quality,definition of done,"[{""document_id"": ""PMO-039655"", ""grade"": 3}, {""document_id"": ""PMO-037293"", ""grade"": 2}, {""document_id"": ""PMO-038250"", ""grade"": 2}]"
Q-00324,What is the approved company procedure for this testing situation?,semantic_paraphrase,UK,Software Engineering,architect,Software Engineering,Testing,unit testing,"[{""document_id"": ""ENG-009818"", ""grade"": 3}, {""document_id"": ""ENG-000044"", ""grade"": 2}, {""document_id"": ""ENG-000217"", ""grade"": 2}]"
Q-00325,What is the approved company procedure for this benefits situation?,semantic_paraphrase,US,Compliance & Legal,hr,Human Resources,Benefits,health insurance,"[{""document_id"": ""HR-028638"", ""grade"": 3}, {""document_id"": ""HR-025302"", ""grade"": 2}, {""document_id"": ""HR-025317"", ""grade"": 2}]"
Q-00326,What are the rules for working somewhere other than the company office?,semantic_paraphrase,SG,Human Resources,hr,Human Resources,Remote Work,work from home,"[{""document_id"": ""HR-031834"", ""grade"": 3}, {""document_id"": ""HR-025265"", ""grade"": 2}, {""document_id"": ""HR-025357"", ""grade"": 2}]"
Q-00327,Where can I find the current guidance owned by FinOps for this issue?,semantic_paraphrase,US,DevOps & SRE,employee,Cloud,Cost,idle resources,"[{""document_id"": ""CLD-018885"", ""grade"": 3}, {""document_id"": ""CLD-017262"", ""grade"": 2}, {""document_id"": ""CLD-017478"", ""grade"": 2}]"
Q-00328,What is the approved company procedure for this frontend situation?,semantic_paraphrase,GLOBAL,Cybersecurity,tech_lead,Software Engineering,Frontend,state management,"[{""document_id"": ""ENG-002922"", ""grade"": 3}, {""document_id"": ""ENG-000051"", ""grade"": 2}, {""document_id"": ""ENG-000059"", ""grade"": 2}]"
Q-00329,What is the approved company procedure for this cost situation?,semantic_paraphrase,IN,Human Resources,engineer,Cloud,Cost,tagging standard,"[{""document_id"": ""CLD-017150"", ""grade"": 3}, {""document_id"": ""CLD-017535"", ""grade"": 2}, {""document_id"": ""CLD-017864"", ""grade"": 2}]"
Q-00330,What should an employee do when they encounter this apis scenario?,semantic_paraphrase,GLOBAL,IT Support,engineer,Software Engineering,APIs,OpenAPI contracts,"[{""document_id"": ""ENG-003238"", ""grade"": 3}, {""document_id"": ""ENG-000148"", ""grade"": 2}, {""document_id"": ""ENG-000159"", ""grade"": 2}]"
Q-00331,Where can I find the current guidance owned by People Operations for this issue?,semantic_paraphrase,IN,Organisation & Directory,manager,Organisation & Directory,Teams,security operations,"[{""document_id"": ""ORG-049795"", ""grade"": 3}, {""document_id"": ""ORG-047043"", ""grade"": 2}, {""document_id"": ""ORG-047135"", ""grade"": 2}]"
Q-00332,Where can I find the current guidance owned by Data Platform for this issue?,semantic_paraphrase,UK,Finance & Benefits,employee,Software Engineering,Databases,indexing,"[{""document_id"": ""ENG-009349"", ""grade"": 3}, {""document_id"": ""ENG-000795"", ""grade"": 2}, {""document_id"": ""ENG-001239"", ""grade"": 2}]"
Q-00333,Where can I find the current guidance owned by Service Desk for this issue?,semantic_paraphrase,GLOBAL,Project Delivery,employee,IT Support,Identity,access request,"[{""document_id"": ""ITS-035540"", ""grade"": 3}, {""document_id"": ""ITS-032058"", ""grade"": 2}, {""document_id"": ""ITS-032086"", ""grade"": 2}]"
Q-00334,What should an employee do when they encounter this quality scenario?,semantic_paraphrase,GLOBAL,Software Engineering,project_manager,Project Delivery,Quality,defect severity,"[{""document_id"": ""PMO-040171"", ""grade"": 3}, {""document_id"": ""PMO-037017"", ""grade"": 2}, {""document_id"": ""PMO-037069"", ""grade"": 2}]"
Q-00335,What should an employee do when they encounter this azure scenario?,semantic_paraphrase,GLOBAL,Project Delivery,architect,Cloud,Azure,networking,"[{""document_id"": ""CLD-020141"", ""grade"": 3}, {""document_id"": ""CLD-017009"", ""grade"": 2}, {""document_id"": ""CLD-017071"", ""grade"": 2}]"
Q-00336,Where can I find the current guidance owned by Payroll for this issue?,semantic_paraphrase,US,IT Support,finance,Finance & Benefits,Payroll,tax declarations,"[{""document_id"": ""FIN-041070"", ""grade"": 3}, {""document_id"": ""FIN-040715"", ""grade"": 2}, {""document_id"": ""FIN-040751"", ""grade"": 2}]"
Q-00337,Where can I find the current guidance owned by Release Governance for this issue?,semantic_paraphrase,IN,Cloud,manager,Project Delivery,SDLC,development,"[{""document_id"": ""PMO-038586"", ""grade"": 3}, {""document_id"": ""PMO-037008"", ""grade"": 2}, {""document_id"": ""PMO-037051"", ""grade"": 2}]"
Q-00338,Remote network access is not working; which guide should I follow?,semantic_paraphrase,GLOBAL,Finance & Benefits,manager,IT Support,Network,VPN,"[{""document_id"": ""ITS-036994"", ""grade"": 3}, {""document_id"": ""ITS-032018"", ""grade"": 2}, {""document_id"": ""ITS-032091"", ""grade"": 2}]"
Q-00339,What is the approved company procedure for this kubernetes situation?,semantic_paraphrase,SG,Compliance & Legal,engineer,DevOps & SRE,Kubernetes,autoscaling,"[{""document_id"": ""SRE-013494"", ""grade"": 3}, {""document_id"": ""SRE-010352"", ""grade"": 2}, {""document_id"": ""SRE-010841"", ""grade"": 2}]"
Q-00340,Where can I find the current guidance owned by Architecture Guild for this issue?,semantic_paraphrase,GLOBAL,DevOps & SRE,tech_lead,Software Engineering,Messaging,ordering,"[{""document_id"": ""ENG-007865"", ""grade"": 3}, {""document_id"": ""ENG-000735"", ""grade"": 2}, {""document_id"": ""ENG-000813"", ""grade"": 2}]"
Q-00341,The service slows down under traffic and database sessions appear stuck. What should we check?,semantic_paraphrase,GLOBAL,Cybersecurity,sre,DevOps & SRE,Databases,connection pool exhaustion,"[{""document_id"": ""SRE-012475"", ""grade"": 3}, {""document_id"": ""SRE-010063"", ""grade"": 2}, {""document_id"": ""SRE-010225"", ""grade"": 2}]"
Q-00342,Where can I find the current guidance owned by People Operations for this issue?,semantic_paraphrase,GLOBAL,Human Resources,employee,Organisation & Directory,Ownership,service owner,"[{""document_id"": ""ORG-047867"", ""grade"": 3}, {""document_id"": ""ORG-047009"", ""grade"": 2}, {""document_id"": ""ORG-047148"", ""grade"": 2}]"
Q-00343,What is the approved company procedure for this observability situation?,semantic_paraphrase,US,Software Engineering,tech_lead,DevOps & SRE,Observability,distributed tracing,"[{""document_id"": ""SRE-011871"", ""grade"": 3}, {""document_id"": ""SRE-010797"", ""grade"": 2}, {""document_id"": ""SRE-010924"", ""grade"": 2}]"
Q-00344,Where can I find the current guidance owned by Legal for this issue?,semantic_paraphrase,IE,DevOps & SRE,legal,Compliance & Legal,Privacy,data subject request,"[{""document_id"": ""LEG-043496"", ""grade"": 3}, {""document_id"": ""LEG-043102"", ""grade"": 2}, {""document_id"": ""LEG-043244"", ""grade"": 2}]"
Q-00345,What is the approved company procedure for this kubernetes situation?,semantic_paraphrase,GLOBAL,Human Resources,employee,DevOps & SRE,Kubernetes,resource requests,"[{""document_id"": ""SRE-012551"", ""grade"": 3}, {""document_id"": ""SRE-010131"", ""grade"": 2}, {""document_id"": ""SRE-010133"", ""grade"": 2}]"
Q-00346,What is the approved company procedure for this incidents situation?,semantic_paraphrase,IN,Learning & Development,sre,DevOps & SRE,Incidents,certificate expiry,"[{""document_id"": ""SRE-015258"", ""grade"": 3}, {""document_id"": ""SRE-010339"", ""grade"": 2}, {""document_id"": ""SRE-010872"", ""grade"": 2}]"
Q-00347,Where can I find the current guidance owned by Production Engineering for this issue?,semantic_paraphrase,GLOBAL,Project Delivery,engineer,DevOps & SRE,Release,blue-green deployment,"[{""document_id"": ""SRE-013155"", ""grade"": 3}, {""document_id"": ""SRE-010008"", ""grade"": 2}, {""document_id"": ""SRE-010113"", ""grade"": 2}]"
Q-00348,What is the approved company procedure for this collaboration situation?,semantic_paraphrase,GLOBAL,DevOps & SRE,it_support,IT Support,Collaboration,Slack access,"[{""document_id"": ""ITS-034071"", ""grade"": 3}, {""document_id"": ""ITS-032066"", ""grade"": 2}, {""document_id"": ""ITS-032067"", ""grade"": 2}]"
Q-00349,What should an employee do when they encounter this messaging scenario?,semantic_paraphrase,GLOBAL,Learning & Development,tech_lead,Software Engineering,Messaging,ordering,"[{""document_id"": ""ENG-009797"", ""grade"": 3}, {""document_id"": ""ENG-000735"", ""grade"": 2}, {""document_id"": ""ENG-000813"", ""grade"": 2}]"
Q-00350,What is the approved company procedure for this privacy situation?,semantic_paraphrase,UK,Software Engineering,manager,Compliance & Legal,Privacy,GDPR handling,"[{""document_id"": ""LEG-043798"", ""grade"": 3}, {""document_id"": ""LEG-043478"", ""grade"": 2}, {""document_id"": ""LEG-043726"", ""grade"": 2}]"
Q-00351,What should an employee do when they encounter this kubernetes scenario?,semantic_paraphrase,IN,Project Delivery,employee,DevOps & SRE,Kubernetes,pod crash loops,"[{""document_id"": ""SRE-014529"", ""grade"": 3}, {""document_id"": ""SRE-010542"", ""grade"": 2}, {""document_id"": ""SRE-011230"", ""grade"": 2}]"
Q-00352,Where can I find the current guidance owned by Platform Operations for this issue?,semantic_paraphrase,IN,Finance & Benefits,employee,DevOps & SRE,Kubernetes,deployment rollback,"[{""document_id"": ""SRE-010035"", ""grade"": 3}, {""document_id"": ""SRE-011589"", ""grade"": 2}, {""document_id"": ""SRE-011747"", ""grade"": 2}]"
Q-00353,Where can I find the current guidance owned by Delivery Excellence for this issue?,semantic_paraphrase,UK,Cloud,manager,Project Delivery,Governance,RAID log,"[{""document_id"": ""PMO-040125"", ""grade"": 3}, {""document_id"": ""PMO-037428"", ""grade"": 2}, {""document_id"": ""PMO-037760"", ""grade"": 2}]"
Q-00354,What should an employee do when they encounter this sdlc scenario?,semantic_paraphrase,IE,DevOps & SRE,employee,Project Delivery,SDLC,development,"[{""document_id"": ""PMO-038062"", ""grade"": 3}, {""document_id"": ""PMO-037091"", ""grade"": 2}, {""document_id"": ""PMO-037378"", ""grade"": 2}]"
Q-00355,Where can I find the current guidance owned by Compensation & Benefits for this issue?,semantic_paraphrase,US,Human Resources,hr,Human Resources,Leave,bereavement leave,"[{""document_id"": ""HR-026936"", ""grade"": 3}, {""document_id"": ""HR-025749"", ""grade"": 2}, {""document_id"": ""HR-026097"", ""grade"": 2}]"
Q-00356,What is the approved company procedure for this databases situation?,semantic_paraphrase,UK,DevOps & SRE,tech_lead,DevOps & SRE,Databases,storage growth,"[{""document_id"": ""SRE-016191"", ""grade"": 3}, {""document_id"": ""SRE-010864"", ""grade"": 2}, {""document_id"": ""SRE-011270"", ""grade"": 2}]"
Q-00357,What is the approved company procedure for this identity situation?,semantic_paraphrase,UK,Finance & Benefits,it_support,IT Support,Identity,account lockout,"[{""document_id"": ""ITS-036924"", ""grade"": 3}, {""document_id"": ""ITS-032132"", ""grade"": 2}, {""document_id"": ""ITS-032174"", ""grade"": 2}]"
Q-00358,Where can I find the current guidance owned by Delivery Excellence for this issue?,semantic_paraphrase,AU,Organisation & Directory,engineer,Project Delivery,SDLC,release,"[{""document_id"": ""PMO-038788"", ""grade"": 3}, {""document_id"": ""PMO-037515"", ""grade"": 2}, {""document_id"": ""PMO-038743"", ""grade"": 2}]"
Q-00359,What should an employee do when they encounter this teams scenario?,semantic_paraphrase,IE,Finance & Benefits,manager,Organisation & Directory,Teams,payments,"[{""document_id"": ""ORG-049611"", ""grade"": 3}, {""document_id"": ""ORG-048335"", ""grade"": 2}, {""document_id"": ""ORG-048726"", ""grade"": 2}]"
Q-00360,What should an employee do when they encounter this databases scenario?,semantic_paraphrase,GLOBAL,Compliance & Legal,employee,Software Engineering,Databases,migration safety,"[{""document_id"": ""ENG-006803"", ""grade"": 3}, {""document_id"": ""ENG-000029"", ""grade"": 2}, {""document_id"": ""ENG-000086"", ""grade"": 2}]"
